episode,jerk_eef_max,jerk_joint_max,eef_path_length,joint_path_length,orientation_path_length
demo_0,57.61502929536882,448.7574842266395,1.1824806928634644,5.277553081512451,2.006161247701642
demo_1,199.80361166485721,918.8012129823774,1.3078351020812988,5.941118240356445,1.8165116808639565
demo_2,142.5257906097502,634.9350110145449,1.3095953464508057,5.66435432434082,2.0098081978598135
demo_3,189.90855411013973,1025.6195433017476,1.3843488693237305,6.492835521697998,2.867877491563659
demo_4,810.2034067675046,2768.3693532304032,1.5044527053833008,8.036351203918457,3.482223637867487
demo_5,141.31916957389532,560.6579738577008,1.3351473808288574,5.6040520668029785,1.8375891230027248
demo_6,98.9968566072252,823.1882921294275,1.5518391132354736,9.186033248901367,3.2755834619819417
demo_7,266.9629624441266,1819.530191552582,1.3589215278625488,6.423530101776123,2.6134210975189465
demo_8,134.9932594970572,1023.5366934933011,1.3899965286254883,8.792941093444824,3.8996806672454882
demo_9,136.77680455657284,1057.3435615998658,1.2223544120788574,5.348223686218262,1.9796640370964516
