Wall time,Step,Value
1753983606.8472059,168,-22.848709106445312
1753983668.8504293,169,-22.89229965209961
1753983731.8182547,170,-22.811220169067383
1753983794.1759,171,-21.614639282226562
1753983856.2744672,172,-22.464420318603516
1753983917.6874096,173,-22.814037322998047
1753983979.6414845,174,-22.248823165893555
1753984042.5133967,175,-22.684795379638672
1753984104.884941,176,-22.930177688598633
1753984167.1868186,177,-22.998245239257812
1753984229.8502135,178,-22.843433380126953
1753984292.3712132,179,-23.027511596679688
1753984353.5065696,180,-23.061634063720703
1753984416.2606409,181,-23.181882858276367
1753984477.3119316,182,-20.642650604248047
1753984540.0043073,183,-21.9619140625
1753984601.510403,184,-22.68941307067871
1753984664.2918363,185,-23.018850326538086
1753984726.5488927,186,-23.21118927001953
1753984788.2998528,187,-23.139686584472656
1753984850.6785321,188,-23.305004119873047
1753984913.1431391,189,-23.318857192993164
1753984976.4175704,190,-22.51362419128418
1753985038.5195153,191,-22.633190155029297
1753985100.3874521,192,-23.175212860107422
1753985161.4963064,193,-23.303922653198242
1753985223.754807,194,-23.331789016723633
1753985286.889801,195,-23.365354537963867
1753985348.6241891,196,-23.07366371154785
1753985409.2019725,197,-21.663793563842773
1753985470.5035305,198,-23.079347610473633
1753985532.3779252,199,-23.325302124023438
1753985594.597735,200,-23.178232192993164
1753985656.6792407,201,-23.369173049926758
1753985719.239989,202,-23.503494262695312
1753985780.9666698,203,-22.582157135009766
1753985843.8718472,204,-23.439552307128906
1753985905.8610287,205,-23.403589248657227
1753985968.0218883,206,-23.5379695892334
1753986029.1514633,207,-22.791955947875977
1753986090.056282,208,-23.389223098754883
1753986151.0235,209,-23.596139907836914
1753986213.2061522,210,-23.22844123840332
1753986274.52814,211,-23.43592071533203
1753986336.7566483,212,-23.695632934570312
1753986398.722516,213,-23.639230728149414
1753986460.6859486,214,-23.710641860961914
1753986522.0953057,215,-23.768291473388672
1753986584.0752368,216,-23.74411392211914
1753986646.7812634,217,-23.67264175415039
1753986708.7879956,218,-23.637285232543945
1753986771.2288659,219,-23.409255981445312
1753986832.8221292,220,-23.56818199157715
1753986895.5872624,221,-23.838199615478516
1753986956.85931,222,-23.228960037231445
1753987018.9956253,223,-23.844432830810547
1753987080.4893727,224,-24.008432388305664
1753987142.4234037,225,-23.49793815612793
1753987203.9102428,226,-23.922088623046875
1753987265.5201275,227,-24.05733299255371
1753987327.459623,228,-24.083229064941406
1753987389.7047431,229,-23.701942443847656
1753987452.1239893,230,-23.186784744262695
1753987513.616956,231,-23.993480682373047
1753987576.4961784,232,-24.1834659576416
1753987639.1580281,233,-24.219099044799805
1753987700.4503021,234,-24.18853187561035
1753987761.1660445,235,-23.939407348632812
1753987823.9194577,236,-20.95221519470215
1753987885.0828493,237,-22.9522762298584
1753987946.8608518,238,-23.693134307861328
1753988008.6679964,239,-24.020177841186523
1753988070.6861944,240,-24.07758903503418
1753988133.2843163,241,-24.287826538085938
1753988195.5194504,242,-24.29835319519043
1753988257.6474667,243,-22.505096435546875
1753988319.2397165,244,-24.00357437133789
1753988380.9444525,245,-24.259300231933594
1753988442.992079,246,-24.384174346923828
1753988504.2509747,247,-24.386022567749023
1753988566.0263965,248,-24.441822052001953
1753988627.791281,249,-23.761808395385742
1753988688.9893663,250,-24.45172691345215
1753988751.358391,251,-24.487361907958984
1753988813.197137,252,-24.39273452758789
1753988875.809251,253,-24.52816390991211
1753988938.9637413,254,-24.538238525390625
1753989000.8274622,255,-24.543357849121094
1753989062.7149217,256,-24.56853675842285
1753989125.4174228,257,-23.198055267333984
1753989187.0392013,258,-23.640300750732422
1753989248.3002915,259,-24.413389205932617
1753989310.3936062,260,-24.6403865814209
1753989372.3756776,261,-24.772762298583984
1753989433.8087554,262,-24.792987823486328
1753989495.7556841,263,-24.76006507873535
1753989558.714006,264,-21.96346092224121
1753989621.4406018,265,-23.43353271484375
1753989683.3093703,266,-24.25031089782715
1753989745.3539963,267,-24.568552017211914
1753989807.6213706,268,-24.781465530395508
1753989869.570781,269,-24.93094825744629
1753989932.239063,270,-24.937530517578125
1753989994.384511,271,-24.990806579589844
1753990056.2997637,272,-24.489696502685547
1753990117.110969,273,-24.600692749023438
1753990179.433636,274,-24.70734405517578
1753990241.8075376,275,-24.88063621520996
1753990303.8950217,276,-24.91014862060547
1753990365.8381128,277,-25.003833770751953
1753990427.7905438,278,-24.926742553710938
1753990489.0085633,279,-24.932830810546875
1753990551.3735518,280,-24.88689613342285
1753990613.1490207,281,-24.98830795288086
1753990675.170993,282,-24.971073150634766
1753990737.5496805,283,-24.98443603515625
1753990799.9093573,284,-25.07695770263672
1753990862.1298158,285,-24.817350387573242
1753990923.8494284,286,-22.020902633666992
1753990984.9515038,287,-23.65098762512207
1753991046.800641,288,-23.882774353027344
1753991108.32596,289,-23.764081954956055
1753991171.0301874,290,-24.7021427154541
1753991232.5871842,291,-24.952241897583008
1753991294.428121,292,-25.11133575439453
1753991357.0378113,293,-25.281770706176758
1753991419.205288,294,-25.295503616333008
1753991480.9607878,295,-25.353158950805664
1753991542.816164,296,-25.35791778564453
1753991604.328001,297,-25.37013053894043
1753991665.4422886,298,-25.28310203552246
1753991727.737142,299,-25.362842559814453
1753991790.130493,300,-20.80236053466797
1753991851.7966251,301,-22.3782958984375
1753991913.9828577,302,-24.09194564819336
1753991976.2509108,303,-24.795305252075195
1753992037.681446,304,-25.0856876373291
1753992099.1439238,305,-25.32721710205078
1753992161.2120914,306,-25.413223266601562
1753992223.7926404,307,-25.2578067779541
1753992286.001205,308,-25.42074203491211
1753992345.4775486,309,-24.79190444946289
1753992404.3701298,310,-25.276851654052734
1753992465.5116067,311,-25.462236404418945
1753992528.0468712,312,-25.43277359008789
1753992590.611844,313,-25.475675582885742
1753992652.6716568,314,-25.206745147705078
1753992713.3799675,315,-24.081073760986328
1753992774.5540042,316,-25.063940048217773
1753992836.0314324,317,-25.30855941772461
1753992898.277458,318,-23.983613967895508
1753992960.1595232,319,-19.8118896484375
1753993022.5672767,320,-21.960844039916992
1753993085.115249,321,-23.47628402709961
1753993146.3009667,322,-24.34806251525879
1753993207.652847,323,-24.896072387695312
1753993269.6182303,324,-25.20612144470215
1753993331.9582233,325,-25.461204528808594
1753993394.0407126,326,-25.60073471069336
1753993455.6665857,327,-25.704572677612305
1753993517.0291631,328,-25.75848960876465
1753993579.191821,329,-25.80711555480957
1753993641.380554,330,-25.752174377441406
1753993703.1542773,331,-25.726871490478516
1753993765.006215,332,-25.776729583740234
1753993827.1773212,333,-25.762771606445312
1753993888.8768888,334,-25.54228401184082
1753993950.9861026,335,-25.519725799560547
1753994011.70561,336,-25.672163009643555
1753994072.6050472,337,-25.539268493652344
1753994133.3017547,338,-25.36428451538086
1753994194.8522685,339,-25.55820655822754
1753994257.0880735,340,-25.77379035949707
1753994319.389358,341,-25.783132553100586
1753994381.6021564,342,-25.809879302978516
1753994442.6780245,343,-25.54616355895996
1753994504.6819553,344,-25.789880752563477
1753994567.0439355,345,-25.36117935180664
1753994628.6560206,346,-25.796728134155273
1753994690.6664026,347,-25.892696380615234
1753994751.0775545,348,-21.147981643676758
1753994812.397997,349,-20.837615966796875
1753994872.8532443,350,-22.845333099365234
1753994934.6089551,351,-24.144474029541016
1753994996.5197866,352,-24.8731689453125
1753995057.417892,353,-25.39634132385254
1753995118.8248403,354,-25.64435386657715
1753995180.3529522,355,-24.15119743347168
1753995241.9231737,356,-23.970184326171875
1753995303.9059024,357,-25.443357467651367
1753995365.8045077,358,-25.77906608581543
1753995427.0040617,359,-25.8767032623291
1753995488.517539,360,-25.976499557495117
1753995551.5661201,361,-26.06149673461914
1753995613.6782424,362,-26.04903793334961
1753995675.1885936,363,-26.065845489501953
1753995737.6618469,364,-26.01663589477539
1753995799.8447006,365,-25.73958969116211
1753995861.9542084,366,-26.012969970703125
1753995924.447803,367,-26.098743438720703
1753995986.8734868,368,-26.047134399414062
1753996049.0273075,369,-17.468040466308594
1753996110.9704685,370,-18.271848678588867
1753996173.3188033,371,-18.805198669433594
1753996235.4106627,372,-19.308122634887695
1753996296.725332,373,-19.96643829345703
1753996358.5912511,374,-20.999521255493164
1753996420.1712716,375,-22.303756713867188
1753996482.6224017,376,-23.543659210205078
1753996544.4512708,377,-24.43323516845703
1753996606.661853,378,-24.038406372070312
1753996667.4021325,379,-20.651195526123047
1753996728.815173,380,-23.259380340576172
1753996791.4509869,381,-24.43315315246582
1753996853.5526276,382,-25.097455978393555
1753996915.2648885,383,-25.434833526611328
1753996976.7251966,384,-25.74883460998535
1753997039.235393,385,-25.831087112426758
