episode,jerk_eef_max,jerk_joint_max,eef_path_length,joint_path_length,orientation_path_length
demo_0,200.06872208207832,1027.449111070613,2.057335615158081,10.636322975158691,6.073516158472248
demo_1,276.25169700171887,1213.3427444056813,2.183206081390381,9.96536636352539,4.110942409390004
demo_10,181.62623548686776,945.7281423709368,2.023850440979004,15.072822570800781,8.555737571019336
demo_100,357.70236068297334,1514.250659335682,2.1568472385406494,13.062122344970703,7.259933560077759
demo_101,232.57524869290344,1430.1834723413024,2.1958446502685547,13.667229652404785,7.238646646884991
demo_102,189.37486319310608,965.6575070927199,1.8461425304412842,8.637626647949219,4.152850683943389
demo_103,210.8979699322141,1005.510866445509,2.1396985054016113,10.11604118347168,5.7761938316185955
demo_104,196.1761977694518,980.7930547984222,1.8608723878860474,10.229486465454102,6.663617250723214
demo_105,212.91915357510203,993.6439853978404,1.898942470550537,8.900514602661133,4.973058251757696
demo_106,185.2348423987774,980.9113423713626,2.0009372234344482,10.46898078918457,5.653756645776879
demo_107,213.44102507201777,1162.073255607876,2.135014057159424,10.450029373168945,4.35213706778472
demo_108,207.42722863147412,1077.3632559026619,1.9680802822113037,9.74314022064209,4.997207416246908
demo_109,262.95701855688264,1167.7302113487299,1.9423354864120483,8.780010223388672,3.950571010686958
demo_11,188.74367314479704,1170.9733012892104,2.1141293048858643,10.166488647460938,4.630337666295967
demo_110,192.78722018152632,1321.330414605268,1.7916955947875977,9.914840698242188,4.378283540631429
demo_111,209.37328026880482,1245.2431842817548,2.0968949794769287,15.358487129211426,7.5616282185752315
demo_112,221.13387682890183,1329.934049212158,1.915187120437622,9.999738693237305,5.44288320448256
demo_113,266.33302849443436,1181.941332195007,2.0721142292022705,10.905139923095703,5.716896369239121
demo_114,180.95797133875107,972.5627080545023,1.752891182899475,7.653753280639648,3.2843660640199532
demo_115,225.24475823030508,1776.4438810119939,2.079512119293213,14.707637786865234,7.2556416011416385
demo_116,194.42070921200803,1437.9950106442252,2.194547176361084,11.468902587890625,5.655882285911336
demo_117,213.84301155653387,1040.571267958023,2.266340732574463,11.414910316467285,5.040722796389495
demo_118,192.4301069192489,1072.8269531097683,1.9374094009399414,11.693840026855469,5.591745332176552
demo_119,234.9757452454965,1698.2597824126628,2.3518013954162598,13.372320175170898,5.332589503106563
demo_12,193.1942819885817,1417.2598987622025,2.0614371299743652,11.84433364868164,5.6448503539661825
demo_120,198.6057452759562,2260.809131937073,2.0312399864196777,12.969276428222656,4.464461448866556
demo_121,205.85286446609678,1300.2192907621875,2.1578664779663086,11.657451629638672,4.590754762870961
demo_122,214.22559889667843,1965.8847661722327,2.164113759994507,14.858017921447754,6.5452720320395255
demo_123,315.7951664883887,1314.9166590808313,1.8886713981628418,9.062419891357422,3.7925642435009617
demo_124,228.50197726619237,896.1952696934605,2.070587635040283,11.668296813964844,6.961701383277449
demo_125,176.95595082332517,998.4966389395908,2.123662233352661,11.608123779296875,6.716325761020927
demo_126,237.1955627472908,1237.1617832818881,2.12068247795105,16.092525482177734,9.479637256195982
demo_127,177.2717177684034,1132.5825328838825,2.278183937072754,11.462358474731445,5.351169953824819
demo_128,241.39558309504008,1116.659503641556,1.9330849647521973,10.612615585327148,5.130876809506392
demo_129,223.24430995468632,945.522192233595,2.024061441421509,12.429683685302734,8.011744653686478
demo_13,235.69756304013913,943.4420259455821,2.0341567993164062,10.529470443725586,5.427003953658669
demo_130,261.21457984197997,1725.817130033622,1.9934806823730469,11.04796028137207,5.036407369113178
demo_131,194.31933840449324,1421.8157209324252,2.0185980796813965,14.179497718811035,6.697346814135181
demo_132,198.40750875786514,979.9436441796598,2.074244499206543,11.159875869750977,6.694416933869588
demo_133,203.7660652620516,1031.2132462724437,1.7958359718322754,8.651632308959961,3.7527376457175015
demo_134,169.29311602192908,1056.1813266141075,2.03926157951355,12.579046249389648,6.8069982827875375
demo_135,236.55227815800896,1515.4679508527577,1.864152193069458,11.027898788452148,5.536867238512337
demo_136,185.12703715550376,1144.5118012918244,1.9285387992858887,9.30848217010498,5.281042475367724
demo_137,191.46763914519127,1279.0548611525555,2.104177474975586,11.704702377319336,5.029395840599991
demo_138,167.4987135415468,948.0121252853278,1.968945860862732,9.915224075317383,4.249410497440385
demo_139,224.61113276876347,1860.2394032253214,2.193434476852417,12.03065299987793,5.051171770688921
demo_14,210.14355018478636,1013.4067776138725,1.9799555540084839,10.234418869018555,5.071002125440916
demo_140,177.8437443232437,730.7631917473309,1.8981155157089233,9.391033172607422,4.4041276306296995
demo_141,264.98127266721394,1204.5685322088511,2.072871685028076,12.455251693725586,6.686538508863268
demo_142,231.78313227389472,1206.9524098105771,2.1994805335998535,13.244369506835938,7.895683540462919
demo_143,246.93734299101746,879.2838028333256,1.8448762893676758,10.796628952026367,6.21679717174509
